job_id,job_name,timestamp,error_type,error_message,status
247667064659313,Job1,2026-02-05T13:37:20Z,Multi-Task Job Failure,Multi-task job with 2 tasks failed. Failed task(s): Job1, Job1. The Databricks Jobs API did not return detailed error messages for these tasks. This typically happens when: error during notebook initialization, runtime exception without proper error handling, cluster logs not persisted, or errors only in driver/executor logs. See https://dbc-e120af00-28ff.cloud.databricks.com/?o=7474645529419140#job/247667064659313/run/721677361195323 for details.,FAILED
